time_sec,pwm,rpm
883.5204,34.2,595.0
884.0513,34.7,595.0
884.5803,35.3,595.0
885.0959,35.8,621.0
885.6255,36.4,621.0
886.1555,37.1,624.0
886.6705,37.7,624.0
887.1844,38.4,653.0
887.6974,39.1,653.0
888.2094,39.8,658.0
888.7403,40.5,676.0
889.2690,41.3,676.0
889.7836,42.0,711.0
890.3124,42.8,711.0
890.8275,43.7,718.0
891.3435,44.5,755.0
891.8607,45.3,755.0
892.3780,46.2,764.0
892.9065,47.1,764.0
893.4368,48.0,785.0
893.9370,48.8,827.0
894.4517,49.8,827.0
894.9824,50.7,853.0
895.5106,51.6,853.0
896.0251,52.6,858.0
896.5257,53.5,902.0
897.0268,54.4,902.0
897.5317,55.4,909.0
898.0326,56.3,909.0
898.5607,57.3,956.0
899.0878,58.3,956.0
899.6178,59.3,963.0
900.1362,60.3,990.0
900.6648,61.3,990.0
901.1677,62.2,1034.0
901.6797,63.2,1034.0
902.1948,64.1,1061.0
902.7251,65.1,1064.0
903.2263,66.0,1064.0
903.7436,67.0,1090.0
904.2439,67.9,1090.0
904.7587,68.8,1141.0
905.2878,69.8,1141.0
905.8048,70.7,1141.0
906.3362,71.6,1189.0
906.8391,72.5,1189.0
907.3509,73.4,1214.0
907.8683,74.2,1214.0
908.3852,75.1,1239.0
908.8893,75.9,1239.0
909.4046,76.7,1240.0
909.9178,77.5,1260.0
910.4244,78.3,1260.0
910.9258,79.0,1283.0
911.4279,79.7,1283.0
911.9461,80.5,1331.0
912.4765,81.2,1331.0
912.9772,81.8,1352.0
913.4784,82.5,1371.0
913.9961,83.1,1371.0
914.5109,83.7,1357.0
915.0263,84.3,1357.0
915.5569,84.9,1405.0
916.0872,85.4,1405.0
916.5895,85.9,1420.0
917.0928,86.4,1433.0
917.5941,86.8,1433.0
918.1079,87.2,1449.0
918.6083,87.6,1449.0
919.1100,88.0,1461.0
919.6262,88.3,1461.0
920.1274,88.6,1442.0
920.6562,88.9,1481.0
921.1844,89.1,1481.0
921.7012,89.4,1488.0
922.2314,89.5,1488.0
922.7322,89.7,1496.0
923.2511,89.8,1496.0
923.7817,89.9,1468.0
924.3096,90.0,1474.0
924.8392,90.0,1474.0
925.3411,90.0,1481.0
925.8422,90.0,1481.0
926.3445,89.9,1513.0
926.8752,89.8,1485.0
927.3889,89.7,1485.0
927.9188,89.5,1513.0
928.4190,89.3,1513.0
928.9492,89.1,1511.0
929.4772,88.8,1511.0
929.9960,88.5,1481.0
930.5234,88.2,1501.0
931.0362,87.9,1501.0
931.5663,87.5,1498.0
932.0954,87.1,1498.0
932.6225,86.6,1494.0
933.1364,86.2,1494.0
933.6515,85.7,1486.0
934.1801,85.1,1477.0
934.6947,84.6,1477.0
935.2115,84.0,1437.0
935.7357,83.4,1437.0
936.2515,82.8,1423.0
936.7646,82.2,1410.0
937.2779,81.5,1410.0
937.7944,80.8,1426.0
938.3244,80.1,1426.0
938.8403,79.4,1413.0
939.3694,78.6,1413.0
939.9000,77.8,1368.0
940.4147,77.0,1379.0
940.9336,76.2,1379.0
941.4626,75.3,1333.0
941.9909,74.5,1333.0
942.5060,73.6,1342.0
943.0195,72.7,1342.0
943.5452,71.8,1321.0
944.0461,71.0,1273.0
944.5618,70.1,1273.0
945.0934,69.1,1248.0
945.6246,68.1,1248.0
946.1248,67.2,1255.0
946.6396,66.3,1255.0
947.1556,65.3,1203.0
947.6695,64.4,1178.0
948.1701,63.4,1178.0
948.6987,62.5,1179.0
949.2138,61.5,1179.0
949.7257,60.5,1154.0
950.2276,59.6,1154.0
950.7309,58.6,1129.0
951.2572,57.6,1079.0
951.7756,56.7,1079.0
952.2901,55.7,1080.0
952.8043,54.7,1080.0
953.3342,53.8,1030.0
953.8357,52.8,1030.0
954.3639,51.9,1027.0
954.8648,51.0,981.0
955.3791,50.1,981.0
955.8809,49.2,952.0
956.3809,48.3,952.0
956.8961,47.4,929.0
957.3974,46.6,929.0
957.9278,45.7,901.0
958.4588,44.8,895.0
958.9771,44.0,895.0
959.5079,43.1,870.0
960.0382,42.3,870.0
960.5398,41.6,828.0
961.0692,40.8,819.0
961.5856,40.0,819.0
962.1034,39.3,794.0
962.6329,38.6,794.0
963.1637,37.9,758.0
963.6938,37.3,758.0
964.2238,36.6,735.0
964.7398,36.0,714.0
965.2415,35.5,714.0
965.7528,34.9,692.0
966.2809,34.4,692.0
966.7994,33.9,674.0
967.3010,33.4,674.0
967.8149,33.0,655.0
968.3266,32.6,639.0
968.8405,32.2,639.0
969.3566,31.9,637.0
969.8569,31.6,637.0
970.3581,31.3,610.0
970.8601,31.0,610.0
971.3627,30.8,607.0
971.8777,30.6,607.0
972.4080,30.4,595.0
972.9378,30.3,573.0
973.4425,30.1,573.0
973.9451,30.1,566.0
974.4460,30.0,566.0
974.9599,30.0,557.0
975.4912,30.0,557.0
976.0092,30.1,552.0
976.5397,30.1,552.0
977.0404,30.2,560.0
977.5429,30.4,559.0
978.0736,30.6,559.0
978.5882,30.8,561.0
979.1027,31.0,561.0
979.6042,31.2,565.0
980.1229,31.5,565.0
980.6509,31.9,572.0
981.1511,32.2,572.0
981.6528,32.6,579.0
982.1552,33.0,579.0
982.6709,33.4,576.0
983.2028,33.9,576.0
983.7049,34.4,586.0
984.2176,34.9,598.0
984.7195,35.4,598.0
985.2346,36.0,611.0
985.7354,36.6,611.0
986.2509,37.2,626.0
986.7640,37.8,626.0
987.2816,38.5,644.0
987.7829,39.2,644.0
988.3145,39.9,662.0
988.8290,40.6,679.0
989.3439,41.4,679.0
989.8730,42.2,715.0
990.3894,43.0,715.0
990.9200,43.8,738.0
991.4329,44.6,738.0
991.9330,45.4,761.0
992.4362,46.3,761.0
992.9660,47.2,772.0
993.4815,48.1,810.0
993.9956,48.9,810.0
994.5263,49.9,837.0
995.0269,50.8,837.0
995.5270,51.7,865.0
996.0283,52.6,865.0
996.5451,53.5,872.0
997.0601,54.5,918.0
997.5611,55.4,918.0
998.0766,56.4,947.0
998.5912,57.3,947.0
999.1212,58.3,971.0
999.6232,59.3,971.0
